id,year,speech_year,date,description,subtitle,words,majortopic,filter_international,filter_duplicate
288,1960,52,27/07/1960,Research Urged On Technical Courses,Serious Wastage,289,6,0,0
289,1960,52,27/07/1960,Last Battleship Going To Breakers' Yard,The Vanguard's Final Journey,203,16,0,0
290,1960,52,27/07/1960,Resort's Pavilion Chief Dismissed,Auditor's Report Debated,230,15,0,0
291,1960,52,27/07/1960,Firms Join To Develop New Hovercraft,Will Be Shared,476,10,0,0
292,1960,52,27/07/1960,Anti-Doping Watch At Goodwood,Trainers' Precautions,146,29,0,0
293,1960,52,03/08/1960,Permission For Car Works Site,Into Green Belt,409,10,0,0
294,1960,52,03/08/1960,500 Schemes For World Health,From D.D.T.,304,19,0,0
295,1960,52,03/08/1960,Farmer Shoots Dog As Barn Blazes,Chained Collie's Barks Heard Too Late,165,4,0,0
296,1960,52,03/08/1960,Dickens's Old School In A SAD Plight,Some Celebrity,681,28,0,0
297,1960,52,03/08/1960,Irish Abattoir For Horses Opened,Move Against Live Exports,228,4,0,0
298,1960,52,03/08/1960,"?1,000 Goods Found In Cave, Say Police",Man Tells Court: 'Purely Circumstantial,168,12,0,0
299,1960,52,03/08/1960,Council Invites Public To Ask Questions,,119,24,0,0
300,1960,52,03/08/1960,Bangor Department Of Linguistics,,154,6,0,0
301,1960,52,03/08/1960,71 Road Deaths Over Holiday,Minister Studies First Reports,490,10,0,0
302,1960,52,03/08/1960,Delay In Showing Of Russian Picassos,,101,28,0,0
303,1960,52,03/08/1960,Welsh Nationalists To Boycott Garden Party,,116,20,0,0
304,1960,52,03/08/1960,"Prison, Not Borstal, For Youth","Left With No Option, Says Chairman",233,12,0,0
305,1960,52,03/08/1960,Polythene Bag Across Face Killed Baby,,135,12,0,0
306,1960,52,10/08/1960,Big Labour Recruiting Drive Next Year,More White-Collared Workers: Closer Links With Unions,1861,33,0,0
307,1960,52,10/08/1960,Road Plan Inquiry At Oxford,Minister Agrees To One As Soon As Possible,161,10,0,0
308,1960,52,10/08/1960,Motion Against Shop Steward,Conservative Views As Issue,215,5,0,0
309,1960,52,10/08/1960,Eight Men In Rescue Of Sheep,Animal Hauled Up Cliff In Breeches-Buoy,118,34,0,0
310,1960,52,10/08/1960,Merchant Navy Pay Raised And Hours Cut,"80,000 Affected By New Agreement",525,16,0,0
311,1960,52,10/08/1960,Telephonists Want Hours Cut,Tired Of Doing Three People's Work,193,5,0,0
312,1960,52,10/08/1960,Highest Total Of Motor Offences,More Than A Million Last Year,228,10,0,0
313,1960,52,10/08/1960,Progress In Power Men's Pay Talks,Hopeful Atmosphere,269,8,0,0
314,1960,52,10/08/1960,Inquiry Into Offer To Send African,Rhodesia House Statement,174,21,0,0
315,1960,52,10/08/1960,Powers's Account Of U2 Flight Over Russia,Indictment Text Published,1995,16,1,0
316,1960,52,10/08/1960,U.N. Chief In Talks With Belgians,Return To Congo Postponed,646,19,0,0
317,1960,52,10/08/1960,Essential,Text Of Resolution,236,99,0,0
318,1960,52,17/08/1960,Stewards See Film Of Race,Camera Patrol Helps Decide Objection,217,29,0,0
319,1960,52,17/08/1960,Simpler Forms For Sea Travel,Shipping Lines' Relief,364,10,0,0
320,1960,52,17/08/1960,Repairs To Warship Begun,Jaguar Unlikely To Be Operational This Year,235,16,0,0
321,1960,52,17/08/1960,Penguins Directors Expect Writ Soon,Scotland Yard Get Copy Of Lawrence Work,157,15,0,0
322,1960,52,17/08/1960,Windscale Accident Fall-Out Measured,Strontium 90 Not Main Fission Product,325,7,0,0
323,1960,52,17/08/1960,One Pit Death A Day,New Ideas,277,8,0,0
324,1960,52,17/08/1960,Of Immoral Conduct,War Office Statement On Army Quarters,310,16,0,0
325,1960,52,17/08/1960,Football League Takes Tv Offer,"?150,000 For Half Of 20 Games",387,29,0,0
326,1960,52,17/08/1960,Roman Church And Christian Unity,Pope's Initiative Welcomed,491,31,0,0
327,1960,52,24/08/1960,Bigger Water Bills Upset Lee Valley,Adjustment After Amalgamation,604,7,0,0
328,1960,52,24/08/1960,"1,400 Laid Off After Unofficial Strikes",No Production Of Mini-Minor,184,5,0,0
329,1960,52,24/08/1960,Threat Of Strike At Clydebank Factory,,128,5,0,0
330,1960,52,24/08/1960,Railway Engineers' Pay Deadlock,Retrospective Date For Increase,369,10,0,0
331,1960,52,24/08/1960,Alert Stops U.S. Court Martial,Routine Check,160,16,1,0
332,1960,52,24/08/1960,Board's Assurance On House Coal Stocks,Adequate To Meet Peak Winter Demand,216,8,0,0
333,1960,52,24/08/1960,Walk-Out Brings Works To Standstill,,112,5,0,0
334,1960,52,24/08/1960,Adventure Playground Site Offered,,139,14,0,0
335,1960,52,24/08/1960,85-Mile March In Mountains,Task Awaiting 200 Territorials,460,34,0,0
336,1960,52,24/08/1960,Mystery Of Stone That Killed Girl,Cheddar Gorge Man Not At Inquest,397,12,0,0
337,1960,52,24/08/1960,New Horse Doping Allegation,Review Of Security Measures,248,29,0,0
338,1960,52,24/08/1960,B.E.A. Planning Further Fare Reductions In 1961,Record Profit In Past Year,778,10,0,0
339,1960,52,24/08/1960,Jarrow Deputation To Minister,More Steps To Secure ?3M. Plant,213,20,0,0
340,1960,52,31/08/1960,Shorter Week,"Claim By Rail, Men Rejected, Cost And Lack Of Manpower",370,5,0,0
341,1960,52,31/08/1960,Loaders' Strike At London Airport,,91,10,0,0
342,1960,52,31/08/1960,Travolator In Use Next Month,180ft. A Minute At The Bank Station,333,34,0,0
343,1960,52,31/08/1960,Claustrophobia At Supersonic Speed,Windowless Airliner,165,17,0,0
344,1960,52,31/08/1960,Great Future' For 'Daily Herald,Scope Of Paper To Be Enlarged,332,17,0,0
345,1960,52,31/08/1960,Youth Killed In Ben Nevis Fall,Friend Found On Ledge,220,27,0,0
346,1960,52,31/08/1960,Slight Fall In Road Deaths,Total Casualties Up 1% In June,125,10,0,0
347,1960,52,07/09/1960,Sir T. Yates Denies Union Will Meet Strikers,No Recognition In Any Form Of Unofficial Committee,607,5,0,0
348,1960,52,07/09/1960,Liberal Plea For Intervention,Union Criticized,231,33,0,0
349,1960,52,07/09/1960,M.P.s' Demand To Minister,Immediate Talks On Rents Wanted,350,20,0,0
350,1960,52,07/09/1960,Compromise Move By Landlords,East London Dispute,203,14,0,0
351,1960,52,07/09/1960,Man's Account Of Why HE Left Job,Left Standing About With No Work,365,34,0,0
352,1960,52,07/09/1960,Government Against Channel Tunnel,Sir P. Warter's View At Ship Launching,135,10,0,0
353,1960,52,07/09/1960,Car Bandits Scared By Klaxon Alarms,,110,10,0,0
354,1960,52,07/09/1960,Inquiry Report On Property Company,Not Easy To Obtain Some Information,734,15,0,0
355,1960,52,07/09/1960,Lightermen Decide To Continue Strike,,148,5,0,0
356,1960,52,07/09/1960,No Private Arms Deal With Germany,Mr. Watkinson's Assurance At Air Show,703,16,0,0
357,1960,52,07/09/1960,Skybolt Delivery Date 1964,U.S.A.F. Secretary Knows Of No Delays,204,16,0,0
358,1960,52,14/09/1960,Cleaner Trains And Stations Sought,B.T.C. IS Urged To START Campaign,277,10,0,0
359,1960,52,14/09/1960,Car Accelerated At Road Check,Constable Dragged For 45 Yards,345,10,0,0
360,1960,52,14/09/1960,"Device May Save ? 3,000 A Week",,178,99,0,0
361,1960,52,14/09/1960,Scheme For Aberdeen University,Expansion At Cost Of Several Millions,145,6,0,0
362,1960,52,14/09/1960,School Expedition's Gruelling Time,Gains In Weight Under Rigid Diet,188,6,0,0
363,1960,52,14/09/1960,Labour M.P.'s Appeal To Conference,,231,33,0,0
364,1960,52,14/09/1960,Not Completed,Coroner's Statement At Liverpool Inquest On 11,1301,12,0,0
365,1960,52,14/09/1960,Four Candidates Likely For Bolton,,101,20,0,0
366,1960,52,14/09/1960,Unique Attraction,,100,99,0,0
367,1960,52,14/09/1960,Threat To Bank Cashier,Man Demands Money,166,12,0,0
368,1960,52,14/09/1960,Essential Qualities Of The Perfect Librarian,,446,6,0,0
369,1960,52,14/09/1960,Seamen Take Over Union Office,Held,290,10,0,0
370,1960,52,14/09/1960,Strikers Lobby The T.U.C. Chairman,Conference Hall Picketed,413,5,0,0
371,1960,52,21/09/1960,Going Exactly As Planned,", Minister Says",1152,20,0,0
372,1960,52,21/09/1960,Put V-Bombers Under Nato,M.P.'s Fear That U.S. May Not Retaliate,239,16,0,0
373,1960,52,21/09/1960,Unity In Labour Policy,,208,33,0,0
374,1960,52,21/09/1960,Critics Of Broiler Houses Attacked,Any Cruelty Would Stop Production,229,4,0,0
375,1960,52,21/09/1960,Saved My Life,Woman Praises Store Staff Manageress,400,34,0,0
376,1960,52,21/09/1960,Man Must Be Idle At Workplace,By Union,434,5,0,0
377,1960,52,28/09/1960,Refugee,,144,5,0,0
378,1960,52,28/09/1960,Municipal Election Result Declared Void,,794,24,0,0
379,1960,52,28/09/1960,Survey Of Office Equipment,,140,34,0,0
380,1960,52,28/09/1960,Double Bed' New Estate Cars,Upholstered Headrest For Camping,318,10,0,0
381,1960,52,28/09/1960,Next Lord Mayor Of London,Sir B. Waley-Cohen Likely Choice,331,24,0,0
382,1960,52,28/09/1960,Inspection Law Urged By Fire Jury,Enforce Drills,331,12,0,0
383,1960,52,28/09/1960,Railway Depots Hit By Strike,Shopmen's Wage Protest,160,10,0,0
384,1960,52,05/10/1960,New Buildings For Oxford College,"Quadrangle To Cost ?150,000",402,6,0,0
385,1960,52,05/10/1960,Design Centre Opened At Nottingham,,125,14,0,0
386,1960,52,05/10/1960,Automatic Gearbox For Vauxhalls,Simpler Version Of The Hydra-Matic,249,10,0,0
387,1960,52,05/10/1960,Mark 2 Jaguars Get Powered Steering,,120,10,0,0
388,1960,52,05/10/1960,Inquiry Promise To Tally Clerks,Minister Calls For Return To Work,143,20,0,0
389,1960,52,05/10/1960,11 Guests With No Bathroom,Houses May Be Taken From Town Guide,137,15,0,0
390,1960,52,05/10/1960,New Strike By Rover Car Workers,,173,10,0,0
391,1960,52,05/10/1960,Waiting Lists For Further Education,More People Setting Out To Study More Subjects,1102,6,0,0
392,1960,52,05/10/1960,Gaps In Important Fields Of Research,Science Advisory Council's Plea To Industry,1141,17,0,0
393,1960,52,05/10/1960,Green Belt Compromise For Motor Works,,480,14,0,0
394,1960,52,05/10/1960,Sleeping His Life Away,,138,34,0,0
395,1960,52,05/10/1960,New Welsh T.V. Service Plan,B.B.C. Urge Network Of Six Stations,420,17,0,0
396,1960,52,05/10/1960,Racket,,157,99,0,0
397,1960,52,12/10/1960,Sharpers,Better Mend Ways Or Get Out,2524,99,0,0
398,1960,52,12/10/1960,Gross Discourtesy,Advisory Purpose Of Report Emphasized,1928,99,0,0
399,1960,52,12/10/1960,Monckton Proposals for Revising Federation of Rhodesia and Nyasaland,Africans Must Have More Seats In Assembly,10420,21,0,0
400,1960,52,12/10/1960,Munich Crash Captain Can Requalify For Licence,Minister's Decision On Report By Reviewing Body,509,10,0,0
401,1960,52,12/10/1960,Differences Between German And British Reports,,1378,19,0,0
402,1960,52,12/10/1960,Erosion Of Hospital Foundations,Chemical In Clay Affects Concrete,286,3,0,0
403,1960,52,12/10/1960,Welsh Records On Exhibition,1284 Statute As Clear As Modern Print,302,21,0,0
404,1960,52,12/10/1960,Must Settle Issue,Mr. Crossman's Unity Appeal,490,20,0,0
405,1960,52,19/10/1960,"Stole Duchess Of Windsor's ?20,000 Jewels","Man Admits ?89,739 Thefts In 20 Years",567,12,0,0
406,1960,52,19/10/1960,Fresh Elections To Trade Union Posts,Anti-Communist Leaflets,193,5,0,0
407,1960,52,19/10/1960,More Chamberlain Papers For University Collection,,388,6,0,0
408,1960,52,19/10/1960,Scots 'Lucky Penny' Becomes ?20,"Gift To Cattle Dealers A Racket, Say Farmers",322,34,0,0
409,1960,52,19/10/1960,Drug Claimed To Cut Influenza Duration,,155,3,0,0
410,1960,52,19/10/1960,Town Declining As Hotel Centre,Bournemouth Inquiry,240,14,0,0
411,1960,52,19/10/1960,Stratford House May Be Club,Hanover Square Development,298,14,0,0
412,1960,52,19/10/1960,Fitzwilliam House Building Plans,First Stage Approved,237,14,0,0
413,1960,52,26/10/1960,Vicenza Theatre Damaged,Stage Roof Falls In After Heavy Rains,162,28,0,0
414,1960,52,26/10/1960,Plans For The South Bank Soon,Completion Of The Festival Hall,267,14,0,0
415,1960,52,26/10/1960,Houseleek Display Wins Gold Medal,120 Varieties At R.H.S. Show,187,7,0,0
416,1960,52,26/10/1960,Hospital Designed To Aid Nurses,Minimum Of Walking,216,3,0,0
417,1960,52,26/10/1960,T.U.C. Recommended To Discuss Strikes,Employers' Invitation To Talks,241,5,0,0
418,1960,52,26/10/1960,Royal Visit To Parachutists,Duchess Of Gloucester Watches Training,151,34,0,0
419,1960,52,26/10/1960,Road Research Track Ready,"3-Mile Length Cost ?500,000",198,10,0,0
420,1960,52,26/10/1960,"Cunard To Pay Captain Armstrong ?2,500",,129,10,0,0
421,1960,52,26/10/1960,Display Of Books On Science,Tercentenary Of The Royal Society,323,17,0,0
422,1960,52,26/10/1960,Old Girls Shed New Light On Education,Bolton School View Of Married Life,421,6,0,0
423,1960,52,26/10/1960,Dounreay Scientist Dies In Car Crash,,115,10,0,0
424,1960,52,26/10/1960,Three-Cornered Fight At Ludlow,Parties' Choice,157,20,0,0
425,1960,52,26/10/1960,Pegasus Sold,To Stay With Mr. Ted Williams Next Year,159,15,0,0
426,1960,52,26/10/1960,Secession Issue In Rhodesia,Prime Minister And Monckton Report,3631,21,0,0
427,1960,53,02/11/1960,The Queen's Speech To Parliament,,1138,20,0,0
428,1960,53,02/11/1960,All Change,Rail Passengers' Escapes,315,10,0,0
429,1960,53,02/11/1960,Five Rescued By Lifeboats In Storms,Whirlwind Hits Villages,502,26,0,0
430,1960,53,02/11/1960,Girder Load Hits Top Of Bus,Woman Killed: Seven Injured,136,27,0,0
431,1960,53,02/11/1960,Fear Motive In Preservation,Loyalty Problem For Architect,607,21,0,0
432,1960,53,02/11/1960,Possibility Of Cheaper Roads,Town Planners Hear London Forecast,305,10,0,0
433,1960,53,02/11/1960,?400 In Silver Under Floorboards,Find In Bungalow,122,34,0,0
434,1960,53,02/11/1960,Gretna Anvil Found,,116,34,0,0
435,1960,53,02/11/1960,Birmingham Water Mill Reprieved,Plan To Raise Funds For Preservation,173,21,0,0
436,1960,53,02/11/1960,Man Hurled 150ft. By Pit Explosion,Escaped With Shock,192,8,0,0
437,1960,53,09/11/1960,No Rise In Footballers' Maximum Wage,League's Decision,212,29,0,0
438,1960,53,09/11/1960,Graftsmen End Ban On Anglo-Indian,,123,19,0,0
439,1960,53,09/11/1960,No Reprieve For Two Youths,Mother Appeals To The Queen,238,12,0,0
440,1960,53,09/11/1960,Drastic Plan For Southend,High Street Chaos,279,24,0,0
441,1960,53,09/11/1960,Thunderbird's Success,Direct Hit With First Round,151,16,0,0
442,1960,53,09/11/1960,Missile-Bomber 'Marriage,Meeting Needs In Limited Budget,555,16,0,0
443,1960,53,16/11/1960,London Irish To Escape Merger,,258,34,0,0
444,1960,53,16/11/1960,Tests On Former Hiroshima Man,Radiation Specialists At Post Mortem,273,3,0,0
445,1960,53,16/11/1960,Co-Operative Test On Unilateralism,Conference Resolutions,205,33,0,0
446,1960,53,16/11/1960,Ulster Freight Protests,Call For Shipping Rates Inquiry,670,10,0,0
447,1960,53,16/11/1960,Missing Girl: Police Alert In Lancashire,,99,12,0,0
448,1960,53,16/11/1960,County Fights Mining Plan,Accessible Area Of Beauty,369,8,0,0
449,1960,53,16/11/1960,Fixing Pay In The Civil Service,Treasury Reply To Unions' Plea,287,20,0,0
450,1960,53,16/11/1960,Thames Floods Averted,Advance Warnings Effective,367,26,0,0
451,1960,53,16/11/1960,Increased Passenger Fares To Ireland,,114,10,0,0
452,1960,53,23/11/1960,Home News,"New Diploma In Art And Design, Minister Approves Big Changes In Advanced Courses",970,6,0,0
453,1960,53,23/11/1960,Big Rise In Use Of Reference Books,New Holborn Library Officially Opened,236,6,0,0
454,1960,53,23/11/1960,Higher London Fares To START On January 15,,489,10,0,0
455,1960,53,23/11/1960,Picket Decision By Players Men,Strike Over New Machines,252,5,0,0
456,1960,53,23/11/1960,Metric System In Medicine,Introduction In Stages,261,3,0,0
457,1960,53,23/11/1960,Ban On Stiletto Heels In 120 Schools,West Riding Decision,188,6,0,0
458,1960,53,23/11/1960,Mr. Foot's Plan For Stronger Party,Rusted Weapons Of Discipline,378,33,0,0
459,1960,53,23/11/1960,Boyne Medal Replica For Lord Alanbrooke,,114,28,0,0
460,1960,53,23/11/1960,Trustee Body Plan By Letchworth Council,Appeal For Government Assistance,202,24,0,0
461,1960,53,23/11/1960,Cattle Disease Spreads,163 Outbreaks Of Foot-And-Mouth,179,4,0,0
462,1960,53,23/11/1960,Germans Are European Rally Champions,,116,29,0,0
463,1960,53,30/11/1960,Fuel Policy Appeal To Prime Minister,T.U.C. Leaders Likely To Ask For Meeting,1355,8,0,0
464,1960,53,30/11/1960,Choosing The Right Executives,Scientific Methods Or Pragmatism?,398,15,0,0
465,1960,53,30/11/1960,57 Families Fight To Save Homes,Inquiry Into Norwich Plan,245,14,0,0
466,1960,53,30/11/1960,Midlands Workers Fear More Dismissals,Limit To Growth Of Short Time,1049,5,0,0
467,1960,53,30/11/1960,Rise In Hospital Costs,More Intensive Use Of Beds,367,3,0,0
468,1960,53,30/11/1960,"50,000 Inquiries Yearly About Customers' Credit Status",Liverpool Protection Society's Work,666,15,0,0
469,1960,53,30/11/1960,Belfast Newspaper Shares Offer,Approaches First Made On September 15,235,17,0,0
470,1960,53,30/11/1960,Bulge,,602,99,0,0
471,1960,53,30/11/1960,Prying,Banks' Assurance,225,15,0,0
472,1960,53,30/11/1960,Talks On Tobacco Dispute Today,Ministry Official To Meet Five Unions,217,15,0,0
473,1960,53,07/12/1960,No Major Curb Needed Over X-Rays,But Genetic Dose Could Be Cut,390,3,0,0
474,1960,53,07/12/1960,New B.B.C. Director Of Television,Mr. Kenneth Adam Looks To Future,284,17,0,0
475,1960,53,07/12/1960,Airport Strike Ends,Inquiry Into Men's Complaint,175,10,0,0
476,1960,53,07/12/1960,Electricians Strike At Dublin,,115,5,0,0
477,1960,53,07/12/1960,International Tv Unit Formed,,175,17,0,0
478,1960,53,07/12/1960,The Interests Of Authors Are Publishers' Responsibility,Library Association Replies To Lending Bill,756,28,0,0
479,1960,53,07/12/1960,Cinema Box-Office Successes,,107,28,0,0
480,1960,53,07/12/1960,New Wolfson Grants,"?100,000 For Oxford Women's College",387,6,0,0
481,1960,53,07/12/1960,Gold Torque IS Not Treasure Trove,,166,21,0,0
482,1960,53,14/12/1960,Two Years For A Former Jockey,Part In Plot To Dope Greyhounds,439,29,0,0
483,1960,53,14/12/1960,Not Personal,Lord Home's Comment On Journalist,435,20,0,0
484,1960,53,14/12/1960,Larger Coal Stocks In Future,,142,8,0,0
485,1960,53,14/12/1960,Offer Rejected By Bus Inspectors,Strike Power Request If Mediation Fails,153,10,0,0
486,1960,53,14/12/1960,More Bad Weather Errors By Pilots,Accidents To Light Aircraft,197,10,0,0
487,1960,53,14/12/1960,House-To-House Inquiry In Girl Murder Hunt,,174,12,0,0
488,1960,53,14/12/1960,Before Collapse,Coroner Asks About Shoring,289,27,0,0
489,1960,53,14/12/1960,"Boy, 3, Killed As Wall Collapses",,153,27,0,0
490,1960,53,14/12/1960,Fire In Grain Cargo,,124,27,0,0
491,1960,53,14/12/1960,Petitions Handed In At Footpaths Inquiry,,175,21,0,0
492,1960,53,14/12/1960,"?26,654 For Max Beerbohm Library",,663,6,0,0
493,1960,53,14/12/1960,Public Inquiry Urged Over Dismissed Scientist,"Disproportionate Penalty, Says Civil Servants' Body",833,17,0,0
494,1960,53,14/12/1960,Duke Of Argyll: Debate Off,,120,20,0,0
495,1960,53,21/12/1960,A.E.U.'S 'Strong Action' Against U.S. Firm,Non-Recognition Of Unions,354,10,0,0
496,1960,53,21/12/1960,Spur Departure Of Oxford Prison,Appeal For Site At Roads Inquiry,329,12,0,0
497,1960,53,21/12/1960,Mr. Butler's Dartmoor Decision Challenged,,111,20,0,0
498,1960,53,21/12/1960,No Extra Powers For Tomato Board,,115,4,0,0
499,1960,53,21/12/1960,Firm Dismisses Three Security Men,,100,15,0,0
500,1960,53,21/12/1960,Reason For Train Difficulties,Advanced Techniques,262,10,0,0
501,1960,53,21/12/1960,Wider Legislation On Children,Mr. Butler's Talks On Ingleby Proposals,437,12,0,0
502,1960,53,21/12/1960,T.U.C. Urged To Join Defence Talks,Desire For Limited Meeting First,498,5,0,0
503,1960,53,21/12/1960,"8,356 Letchworth Signatures",Petition Handed To Minister,123,24,0,0
504,1960,53,21/12/1960,No 'Cosy Chats With Governors,Inquiry Evidence By Former Rector,462,99,0,0
505,1960,53,21/12/1960,More Road Deaths In October,Highest This Year,146,10,0,0
506,1960,53,21/12/1960,Promoting Periodicals Overseas,128 Titles In Pilot Scheme,189,18,0,0
